Use,Nomenclature,ReporterISO3,ProductCode,ReporterName,PartnerISO3,PartnerName,Year,TradeFlowName,TradeFlowCode,TradeValue in 1000 USD
Control rods,S4,KOR,28911,"Korea, Rep.",JPN,Japan,2019,Import,5,0.009
Control rods,S4,KOR,28911,"Korea, Rep.",MEX,Mexico,2015,Import,5,109410.17
Control rods,S4,KOR,28911,"Korea, Rep.",MEX,Mexico,2016,Import,5,78786.954
Control rods,S4,KOR,28911,"Korea, Rep.",MEX,Mexico,2017,Import,5,145528.189
Control rods,S4,KOR,28911,"Korea, Rep.",MEX,Mexico,2018,Import,5,153746.16
Control rods,S4,KOR,28911,"Korea, Rep.",MEX,Mexico,2019,Import,5,118258.962
Control rods,S4,KOR,28911,"Korea, Rep.",MEX,Mexico,2020,Import,5,104408.201
Control rods,S4,KOR,28911,"Korea, Rep.",MEX,Mexico,2021,Import,5,104348.973
Control rods,S4,KOR,28911,"Korea, Rep.",MYS,Malaysia,2015,Import,5,281.826
Control rods,S4,KOR,28911,"Korea, Rep.",MYS,Malaysia,2016,Import,5,147.686
Control rods,S4,KOR,28911,"Korea, Rep.",MYS,Malaysia,2017,Import,5,131.556
Control rods,S4,KOR,28911,"Korea, Rep.",MYS,Malaysia,2018,Import,5,242.958
Control rods,S4,KOR,28911,"Korea, Rep.",NLD,Netherlands,2016,Import,5,2.252
Control rods,S4,KOR,28911,"Korea, Rep.",OAS,"Other Asia, nes",2020,Import,5,0.005
Control rods,S4,KOR,28911,"Korea, Rep.",PAN,Panama,2021,Import,5,1429.203
Control rods,S4,KOR,28911,"Korea, Rep.",PER,Peru,2015,Import,5,69338.642
Control rods,S4,KOR,28911,"Korea, Rep.",PER,Peru,2016,Import,5,33489.318
Control rods,S4,KOR,28911,"Korea, Rep.",PER,Peru,2017,Import,5,50545.404
Control rods,S4,KOR,28911,"Korea, Rep.",PER,Peru,2018,Import,5,55911.678
Control rods,S4,KOR,28911,"Korea, Rep.",PER,Peru,2019,Import,5,41140.912
Control rods,S4,KOR,28911,"Korea, Rep.",PER,Peru,2020,Import,5,43373.999
Control rods,S4,KOR,28911,"Korea, Rep.",PER,Peru,2021,Import,5,75364.978
Control rods,S4,KOR,28911,"Korea, Rep.",ROM,Romania,2017,Import,5,820.93
Control rods,S4,KOR,28911,"Korea, Rep.",RUS,Russian Federation,2015,Import,5,23061.459
Control rods,S4,KOR,28911,"Korea, Rep.",RUS,Russian Federation,2018,Import,5,902.114
Control rods,S4,KOR,28911,"Korea, Rep.",SGP,Singapore,2015,Import,5,88.838
Control rods,S4,KOR,28911,"Korea, Rep.",SGP,Singapore,2016,Import,5,43.351
Control rods,S4,KOR,28911,"Korea, Rep.",SGP,Singapore,2018,Import,5,124.093
Control rods,S4,KOR,28911,"Korea, Rep.",SGP,Singapore,2019,Import,5,3.212
Control rods,S4,KOR,28911,"Korea, Rep.",THA,Thailand,2019,Import,5,244.588
Control rods,S4,KOR,28911,"Korea, Rep.",URY,Uruguay,2020,Import,5,19606.428
Control rods,S4,KOR,28911,"Korea, Rep.",URY,Uruguay,2021,Import,5,6105.78
Control rods,S4,KOR,28911,"Korea, Rep.",USA,United States,2015,Import,5,146.971
Control rods,S4,KOR,28911,"Korea, Rep.",USA,United States,2017,Import,5,0.027
Control rods,S4,KOR,28911,"Korea, Rep.",USA,United States,2018,Import,5,1.374
Control rods,S4,KOR,28911,"Korea, Rep.",USA,United States,2019,Import,5,1.07
Control rods,S4,KOR,28911,"Korea, Rep.",USA,United States,2020,Import,5,8.814
Control rods,S4,KOR,52222,"Korea, Rep.",ATA,Antarctica,2017,Import,5,0.009
Control rods,S4,KOR,52222,"Korea, Rep.",AUS,Australia,2019,Import,5,0.023
Control rods,S4,KOR,52222,"Korea, Rep.",AUT,Austria,2015,Import,5,22.091
Control rods,S4,KOR,52222,"Korea, Rep.",AUT,Austria,2016,Import,5,27.623
Control rods,S4,KOR,52222,"Korea, Rep.",AUT,Austria,2017,Import,5,16.561
Control rods,S4,KOR,52222,"Korea, Rep.",AUT,Austria,2018,Import,5,3.933
Control rods,S4,KOR,52222,"Korea, Rep.",AUT,Austria,2019,Import,5,2.296
Control rods,S4,KOR,52222,"Korea, Rep.",AUT,Austria,2020,Import,5,1.257
Control rods,S4,KOR,52222,"Korea, Rep.",AUT,Austria,2021,Import,5,4.199
Control rods,S4,KOR,52222,"Korea, Rep.",BEL,Belgium,2016,Import,5,0.288
Control rods,S4,KOR,52222,"Korea, Rep.",BEL,Belgium,2017,Import,5,28.306
Control rods,S4,KOR,52222,"Korea, Rep.",BEL,Belgium,2018,Import,5,5.044
Control rods,S4,KOR,52222,"Korea, Rep.",BEL,Belgium,2019,Import,5,0.121
Control rods,S4,KOR,52222,"Korea, Rep.",BEL,Belgium,2020,Import,5,0.242
Control rods,S4,KOR,52222,"Korea, Rep.",BEL,Belgium,2021,Import,5,0.244
Control rods,S4,KOR,52222,"Korea, Rep.",BGR,Bulgaria,2019,Import,5,0.3
Control rods,S4,KOR,52222,"Korea, Rep.",CAN,Canada,2015,Import,5,112.923
Control rods,S4,KOR,52222,"Korea, Rep.",CAN,Canada,2016,Import,5,32.621
Control rods,S4,KOR,52222,"Korea, Rep.",CAN,Canada,2017,Import,5,38.321
Control rods,S4,KOR,52222,"Korea, Rep.",CAN,Canada,2018,Import,5,94.409
Control rods,S4,KOR,52222,"Korea, Rep.",CAN,Canada,2019,Import,5,18.811
Control rods,S4,KOR,52222,"Korea, Rep.",CAN,Canada,2020,Import,5,13.955
Control rods,S4,KOR,52222,"Korea, Rep.",CAN,Canada,2021,Import,5,80.397
Control rods,S4,KOR,52222,"Korea, Rep.",CHN,China,2015,Import,5,1102.158
Control rods,S4,KOR,52222,"Korea, Rep.",CHN,China,2016,Import,5,1018.901
Control rods,S4,KOR,52222,"Korea, Rep.",CHN,China,2017,Import,5,854.549
Control rods,S4,KOR,52222,"Korea, Rep.",CHN,China,2018,Import,5,577.369
Control rods,S4,KOR,52222,"Korea, Rep.",CHN,China,2019,Import,5,807.183
Control rods,S4,KOR,52222,"Korea, Rep.",CHN,China,2020,Import,5,702.917
Control rods,S4,KOR,52222,"Korea, Rep.",CHN,China,2021,Import,5,1391.831
Control rods,S4,KOR,52222,"Korea, Rep.",CZE,Czech Republic,2016,Import,5,0.767
Control rods,S4,KOR,52222,"Korea, Rep.",DEU,Germany,2015,Import,5,282.898
Control rods,S4,KOR,52222,"Korea, Rep.",DEU,Germany,2016,Import,5,161.834
Control rods,S4,KOR,52222,"Korea, Rep.",DEU,Germany,2017,Import,5,93.103
Control rods,S4,KOR,52222,"Korea, Rep.",DEU,Germany,2018,Import,5,599.552
Control rods,S4,KOR,52222,"Korea, Rep.",DEU,Germany,2019,Import,5,387.781
Control rods,S4,KOR,52222,"Korea, Rep.",DEU,Germany,2020,Import,5,237.019
Control rods,S4,KOR,52222,"Korea, Rep.",DEU,Germany,2021,Import,5,473.498
Control rods,S4,KOR,52222,"Korea, Rep.",FRA,France,2018,Import,5,0.834
Control rods,S4,KOR,52222,"Korea, Rep.",FRA,France,2019,Import,5,0.762
Control rods,S4,KOR,52222,"Korea, Rep.",FRA,France,2020,Import,5,0.352
Control rods,S4,KOR,52222,"Korea, Rep.",FRA,France,2021,Import,5,0.425
Control rods,S4,KOR,52222,"Korea, Rep.",GBR,United Kingdom,2015,Import,5,3.415
Control rods,S4,KOR,52222,"Korea, Rep.",GBR,United Kingdom,2016,Import,5,11.128
Control rods,S4,KOR,52222,"Korea, Rep.",GBR,United Kingdom,2017,Import,5,10.822
Control rods,S4,KOR,52222,"Korea, Rep.",GBR,United Kingdom,2018,Import,5,16.38
Control rods,S4,KOR,52222,"Korea, Rep.",GBR,United Kingdom,2019,Import,5,1.412
Control rods,S4,KOR,52222,"Korea, Rep.",GBR,United Kingdom,2020,Import,5,0.251
Control rods,S4,KOR,52222,"Korea, Rep.",GBR,United Kingdom,2021,Import,5,8.943
Control rods,S4,KOR,52222,"Korea, Rep.",HKG,"Hong Kong, China",2016,Import,5,6.931
Control rods,S4,KOR,52222,"Korea, Rep.",HKG,"Hong Kong, China",2017,Import,5,8.132
Control rods,S4,KOR,52222,"Korea, Rep.",HKG,"Hong Kong, China",2018,Import,5,5.3
Control rods,S4,KOR,52222,"Korea, Rep.",HKG,"Hong Kong, China",2019,Import,5,1.506
Control rods,S4,KOR,52222,"Korea, Rep.",HKG,"Hong Kong, China",2020,Import,5,2.7
Control rods,S4,KOR,52222,"Korea, Rep.",IND,India,2015,Import,5,0.027
Control rods,S4,KOR,52222,"Korea, Rep.",IND,India,2018,Import,5,1.409
Control rods,S4,KOR,52222,"Korea, Rep.",IND,India,2019,Import,5,0.2
Control rods,S4,KOR,52222,"Korea, Rep.",IND,India,2021,Import,5,0.017
Control rods,S4,KOR,52222,"Korea, Rep.",ITA,Italy,2016,Import,5,0.52
Control rods,S4,KOR,52222,"Korea, Rep.",ITA,Italy,2018,Import,5,0.133
Control rods,S4,KOR,52222,"Korea, Rep.",ITA,Italy,2019,Import,5,0.366
Control rods,S4,KOR,52222,"Korea, Rep.",ITA,Italy,2020,Import,5,5.499
Control rods,S4,KOR,52222,"Korea, Rep.",ITA,Italy,2021,Import,5,11.401
Control rods,S4,KOR,52222,"Korea, Rep.",JPN,Japan,2015,Import,5,1623.883
Control rods,S4,KOR,52222,"Korea, Rep.",JPN,Japan,2016,Import,5,1632.972
Control rods,S4,KOR,52222,"Korea, Rep.",JPN,Japan,2017,Import,5,2660.608
Control rods,S4,KOR,52222,"Korea, Rep.",JPN,Japan,2018,Import,5,4673.392
Control rods,S4,KOR,52222,"Korea, Rep.",JPN,Japan,2019,Import,5,2613.859
Control rods,S4,KOR,52222,"Korea, Rep.",JPN,Japan,2020,Import,5,1823.22
Control rods,S4,KOR,52222,"Korea, Rep.",JPN,Japan,2021,Import,5,2060.353
Control rods,S4,KOR,52222,"Korea, Rep.",MYS,Malaysia,2015,Import,5,0.286
Control rods,S4,KOR,52222,"Korea, Rep.",MYS,Malaysia,2021,Import,5,0.002
Control rods,S4,KOR,52222,"Korea, Rep.",NLD,Netherlands,2015,Import,5,82.167
Control rods,S4,KOR,52222,"Korea, Rep.",NLD,Netherlands,2016,Import,5,59.768
Control rods,S4,KOR,52222,"Korea, Rep.",NLD,Netherlands,2017,Import,5,52.943
Control rods,S4,KOR,52222,"Korea, Rep.",NLD,Netherlands,2018,Import,5,65.349
Control rods,S4,KOR,52222,"Korea, Rep.",NLD,Netherlands,2019,Import,5,23.971
Control rods,S4,KOR,52222,"Korea, Rep.",NLD,Netherlands,2020,Import,5,4.471
Control rods,S4,KOR,52222,"Korea, Rep.",NLD,Netherlands,2021,Import,5,3.055
Control rods,S4,KOR,52222,"Korea, Rep.",OAS,"Other Asia, nes",2015,Import,5,13.951
Control rods,S4,KOR,52222,"Korea, Rep.",OAS,"Other Asia, nes",2016,Import,5,5.64
Control rods,S4,KOR,52222,"Korea, Rep.",OAS,"Other Asia, nes",2017,Import,5,2.466
Control rods,S4,KOR,52222,"Korea, Rep.",OAS,"Other Asia, nes",2018,Import,5,1.708
Control rods,S4,KOR,52222,"Korea, Rep.",OAS,"Other Asia, nes",2019,Import,5,1.113
Control rods,S4,KOR,52222,"Korea, Rep.",OAS,"Other Asia, nes",2020,Import,5,1.022
Control rods,S4,KOR,52222,"Korea, Rep.",OAS,"Other Asia, nes",2021,Import,5,1.596
Control rods,S4,KOR,52222,"Korea, Rep.",PHL,Philippines,2015,Import,5,7.121
Control rods,S4,KOR,52222,"Korea, Rep.",PHL,Philippines,2016,Import,5,8.309
Control rods,S4,KOR,52222,"Korea, Rep.",PHL,Philippines,2017,Import,5,4.965
Control rods,S4,KOR,52222,"Korea, Rep.",PHL,Philippines,2018,Import,5,1.288
Control rods,S4,KOR,52222,"Korea, Rep.",PHL,Philippines,2019,Import,5,6.704
Control rods,S4,KOR,52222,"Korea, Rep.",PHL,Philippines,2020,Import,5,1.934
Control rods,S4,KOR,52222,"Korea, Rep.",PHL,Philippines,2021,Import,5,1.406
Control rods,S4,KOR,52222,"Korea, Rep.",RUS,Russian Federation,2017,Import,5,0.094
Control rods,S4,KOR,52222,"Korea, Rep.",RUS,Russian Federation,2019,Import,5,0.069
Control rods,S4,KOR,52222,"Korea, Rep.",RUS,Russian Federation,2021,Import,5,0.587
Control rods,S4,KOR,52222,"Korea, Rep.",SGP,Singapore,2015,Import,5,0.024
Control rods,S4,KOR,52222,"Korea, Rep.",SGP,Singapore,2018,Import,5,0.023
Control rods,S4,KOR,52222,"Korea, Rep.",SGP,Singapore,2020,Import,5,0.147
Control rods,S4,KOR,52222,"Korea, Rep.",TUR,Turkey,2015,Import,5,3.042
Control rods,S4,KOR,52222,"Korea, Rep.",TUR,Turkey,2016,Import,5,63.1
Control rods,S4,KOR,52222,"Korea, Rep.",TUR,Turkey,2017,Import,5,32.413
Control rods,S4,KOR,52222,"Korea, Rep.",TUR,Turkey,2018,Import,5,42.521
Control rods,S4,KOR,52222,"Korea, Rep.",TUR,Turkey,2019,Import,5,53.826
Control rods,S4,KOR,52222,"Korea, Rep.",TUR,Turkey,2020,Import,5,24.045
Control rods,S4,KOR,52222,"Korea, Rep.",TUR,Turkey,2021,Import,5,55.492
Control rods,S4,KOR,52222,"Korea, Rep.",USA,United States,2015,Import,5,5022.432
Control rods,S4,KOR,52222,"Korea, Rep.",USA,United States,2016,Import,5,251.89
Control rods,S4,KOR,52222,"Korea, Rep.",USA,United States,2017,Import,5,2860.032
Control rods,S4,KOR,52222,"Korea, Rep.",USA,United States,2018,Import,5,3354.394
Control rods,S4,KOR,52222,"Korea, Rep.",USA,United States,2019,Import,5,545.529
Control rods,S4,KOR,52222,"Korea, Rep.",USA,United States,2020,Import,5,1712.91
Control rods,S4,KOR,52222,"Korea, Rep.",USA,United States,2021,Import,5,692.802
Control rods,S4,KOR,52222,"Korea, Rep.",VNM,Vietnam,2015,Import,5,13059.475
Control rods,S4,KOR,52222,"Korea, Rep.",VNM,Vietnam,2016,Import,5,13380.012
Control rods,S4,KOR,52222,"Korea, Rep.",VNM,Vietnam,2017,Import,5,23031.768
Control rods,S4,KOR,52222,"Korea, Rep.",VNM,Vietnam,2018,Import,5,38920.405
Control rods,S4,KOR,52222,"Korea, Rep.",VNM,Vietnam,2019,Import,5,28012.682
Control rods,S4,KOR,52222,"Korea, Rep.",VNM,Vietnam,2020,Import,5,31714.543
Control rods,S4,KOR,52222,"Korea, Rep.",VNM,Vietnam,2021,Import,5,41815.544
Control rods,S4,KOR,52235,"Korea, Rep.",ARG,Argentina,2015,Import,5,228.439
Control rods,S4,KOR,52235,"Korea, Rep.",ARG,Argentina,2016,Import,5,352.856
Control rods,S4,KOR,52235,"Korea, Rep.",ARG,Argentina,2017,Import,5,606.37
Control rods,S4,KOR,52235,"Korea, Rep.",ARG,Argentina,2018,Import,5,43.631
Control rods,S4,KOR,52235,"Korea, Rep.",ARG,Argentina,2019,Import,5,141.478
Control rods,S4,KOR,52235,"Korea, Rep.",ARG,Argentina,2020,Import,5,30.422
Control rods,S4,KOR,52235,"Korea, Rep.",ARM,Armenia,2020,Import,5,65.098
Control rods,S4,KOR,52235,"Korea, Rep.",AUS,Australia,2016,Import,5,2.115
Control rods,S4,KOR,52235,"Korea, Rep.",AUS,Australia,2017,Import,5,1.44
Control rods,S4,KOR,52235,"Korea, Rep.",AUS,Australia,2019,Import,5,1.25
Control rods,S4,KOR,52235,"Korea, Rep.",AUS,Australia,2020,Import,5,0.919
Control rods,S4,KOR,52235,"Korea, Rep.",AUS,Australia,2021,Import,5,0.2
Control rods,S4,KOR,52235,"Korea, Rep.",BEL,Belgium,2018,Import,5,0.256
Control rods,S4,KOR,52235,"Korea, Rep.",BEL,Belgium,2019,Import,5,1.024
Control rods,S4,KOR,52235,"Korea, Rep.",BEL,Belgium,2020,Import,5,2.691
Control rods,S4,KOR,52235,"Korea, Rep.",BOL,Bolivia,2015,Import,5,13.6
Control rods,S4,KOR,52235,"Korea, Rep.",CAN,Canada,2015,Import,5,0.036
Control rods,S4,KOR,52235,"Korea, Rep.",CAN,Canada,2018,Import,5,0.071
Control rods,S4,KOR,52235,"Korea, Rep.",CAN,Canada,2019,Import,5,0.405
Control rods,S4,KOR,52235,"Korea, Rep.",CHE,Switzerland,2018,Import,5,0.291
Control rods,S4,KOR,52235,"Korea, Rep.",CHE,Switzerland,2019,Import,5,0.703
Control rods,S4,KOR,52235,"Korea, Rep.",CHE,Switzerland,2020,Import,5,1.431
Control rods,S4,KOR,52235,"Korea, Rep.",CHE,Switzerland,2021,Import,5,0.808
Control rods,S4,KOR,52235,"Korea, Rep.",CHL,Chile,2015,Import,5,1552.118
Control rods,S4,KOR,52235,"Korea, Rep.",CHL,Chile,2016,Import,5,1663.762
Control rods,S4,KOR,52235,"Korea, Rep.",CHL,Chile,2017,Import,5,2668.6
Control rods,S4,KOR,52235,"Korea, Rep.",CHL,Chile,2018,Import,5,769.106
Control rods,S4,KOR,52235,"Korea, Rep.",CHL,Chile,2019,Import,5,944.696
Control rods,S4,KOR,52235,"Korea, Rep.",CHL,Chile,2020,Import,5,1066.707
Control rods,S4,KOR,52235,"Korea, Rep.",CHL,Chile,2021,Import,5,1108.471
Control rods,S4,KOR,52235,"Korea, Rep.",CHN,China,2015,Import,5,292.01
Control rods,S4,KOR,52235,"Korea, Rep.",CHN,China,2016,Import,5,344.119
Control rods,S4,KOR,52235,"Korea, Rep.",CHN,China,2017,Import,5,403.474
Control rods,S4,KOR,52235,"Korea, Rep.",CHN,China,2018,Import,5,363.759
Control rods,S4,KOR,52235,"Korea, Rep.",CHN,China,2019,Import,5,383.213
Control rods,S4,KOR,52235,"Korea, Rep.",CHN,China,2020,Import,5,447.912
Control rods,S4,KOR,52235,"Korea, Rep.",CHN,China,2021,Import,5,924.371
Control rods,S4,KOR,52235,"Korea, Rep.",CZE,Czech Republic,2016,Import,5,0.302
Control rods,S4,KOR,52235,"Korea, Rep.",CZE,Czech Republic,2017,Import,5,0.239
Control rods,S4,KOR,52235,"Korea, Rep.",CZE,Czech Republic,2018,Import,5,6.257
Control rods,S4,KOR,52235,"Korea, Rep.",CZE,Czech Republic,2019,Import,5,1.11
Control rods,S4,KOR,52235,"Korea, Rep.",CZE,Czech Republic,2020,Import,5,0.75
Control rods,S4,KOR,52235,"Korea, Rep.",CZE,Czech Republic,2021,Import,5,0.463
Control rods,S4,KOR,52235,"Korea, Rep.",DEU,Germany,2015,Import,5,21.069
Control rods,S4,KOR,52235,"Korea, Rep.",DEU,Germany,2016,Import,5,34.827
Control rods,S4,KOR,52235,"Korea, Rep.",DEU,Germany,2017,Import,5,32.919
Control rods,S4,KOR,52235,"Korea, Rep.",DEU,Germany,2018,Import,5,38.293
Control rods,S4,KOR,52235,"Korea, Rep.",DEU,Germany,2019,Import,5,42.237
Control rods,S4,KOR,52235,"Korea, Rep.",DEU,Germany,2020,Import,5,75.044
Control rods,S4,KOR,52235,"Korea, Rep.",DEU,Germany,2021,Import,5,120.549
Control rods,S4,KOR,52235,"Korea, Rep.",FIN,Finland,2015,Import,5,24.252
Control rods,S4,KOR,52235,"Korea, Rep.",FIN,Finland,2016,Import,5,11.781
Control rods,S4,KOR,52235,"Korea, Rep.",FIN,Finland,2017,Import,5,11.267
Control rods,S4,KOR,52235,"Korea, Rep.",FRA,France,2016,Import,5,0.012
Control rods,S4,KOR,52235,"Korea, Rep.",FRA,France,2017,Import,5,0.033
Control rods,S4,KOR,52235,"Korea, Rep.",FRA,France,2018,Import,5,0.372
Control rods,S4,KOR,52235,"Korea, Rep.",FRA,France,2019,Import,5,0.07
Control rods,S4,KOR,52235,"Korea, Rep.",FRA,France,2020,Import,5,0.231
Control rods,S4,KOR,52235,"Korea, Rep.",FRA,France,2021,Import,5,5.098
Control rods,S4,KOR,52235,"Korea, Rep.",GBR,United Kingdom,2015,Import,5,0.832
Control rods,S4,KOR,52235,"Korea, Rep.",GBR,United Kingdom,2016,Import,5,1.902
Control rods,S4,KOR,52235,"Korea, Rep.",GBR,United Kingdom,2017,Import,5,0.511
Control rods,S4,KOR,52235,"Korea, Rep.",GBR,United Kingdom,2018,Import,5,0.741
Control rods,S4,KOR,52235,"Korea, Rep.",GBR,United Kingdom,2019,Import,5,1.285
Control rods,S4,KOR,52235,"Korea, Rep.",GBR,United Kingdom,2020,Import,5,0.519
Control rods,S4,KOR,52235,"Korea, Rep.",GBR,United Kingdom,2021,Import,5,3.495
Control rods,S4,KOR,52235,"Korea, Rep.",HKG,"Hong Kong, China",2016,Import,5,2.783
Control rods,S4,KOR,52235,"Korea, Rep.",IND,India,2017,Import,5,0.029
Control rods,S4,KOR,52235,"Korea, Rep.",IND,India,2018,Import,5,2.079
Control rods,S4,KOR,52235,"Korea, Rep.",IND,India,2019,Import,5,4.443
Control rods,S4,KOR,52235,"Korea, Rep.",IND,India,2020,Import,5,14.208
Control rods,S4,KOR,52235,"Korea, Rep.",IND,India,2021,Import,5,13.042
Control rods,S4,KOR,52235,"Korea, Rep.",ISR,Israel,2016,Import,5,0.038
Control rods,S4,KOR,52235,"Korea, Rep.",ISR,Israel,2017,Import,5,0.042
Control rods,S4,KOR,52235,"Korea, Rep.",ISR,Israel,2018,Import,5,0.028
Control rods,S4,KOR,52235,"Korea, Rep.",ISR,Israel,2019,Import,5,0.011
Control rods,S4,KOR,52235,"Korea, Rep.",ISR,Israel,2020,Import,5,0.056
Control rods,S4,KOR,52235,"Korea, Rep.",ISR,Israel,2021,Import,5,0.022
Control rods,S4,KOR,52235,"Korea, Rep.",ITA,Italy,2015,Import,5,421.289
Control rods,S4,KOR,52235,"Korea, Rep.",ITA,Italy,2016,Import,5,425.252
Control rods,S4,KOR,52235,"Korea, Rep.",ITA,Italy,2017,Import,5,413.647
Control rods,S4,KOR,52235,"Korea, Rep.",ITA,Italy,2018,Import,5,556.197
Control rods,S4,KOR,52235,"Korea, Rep.",ITA,Italy,2019,Import,5,491.086
Control rods,S4,KOR,52235,"Korea, Rep.",ITA,Italy,2020,Import,5,346.503
Control rods,S4,KOR,52235,"Korea, Rep.",ITA,Italy,2021,Import,5,367.211
Control rods,S4,KOR,52235,"Korea, Rep.",JPN,Japan,2015,Import,5,151.665
Control rods,S4,KOR,52235,"Korea, Rep.",JPN,Japan,2016,Import,5,240.442
Control rods,S4,KOR,52235,"Korea, Rep.",JPN,Japan,2017,Import,5,249.017
Control rods,S4,KOR,52235,"Korea, Rep.",JPN,Japan,2018,Import,5,241.718
Control rods,S4,KOR,52235,"Korea, Rep.",JPN,Japan,2019,Import,5,240.207
Control rods,S4,KOR,52235,"Korea, Rep.",JPN,Japan,2020,Import,5,204.863
Control rods,S4,KOR,52235,"Korea, Rep.",JPN,Japan,2021,Import,5,484.02
Control rods,S4,KOR,52235,"Korea, Rep.",NLD,Netherlands,2015,Import,5,5.04
Control rods,S4,KOR,52235,"Korea, Rep.",NLD,Netherlands,2016,Import,5,2.8
Control rods,S4,KOR,52235,"Korea, Rep.",NLD,Netherlands,2019,Import,5,3.573
Control rods,S4,KOR,52235,"Korea, Rep.",OAS,"Other Asia, nes",2015,Import,5,54.0
Control rods,S4,KOR,52235,"Korea, Rep.",OAS,"Other Asia, nes",2016,Import,5,1019.11
Control rods,S4,KOR,52235,"Korea, Rep.",OAS,"Other Asia, nes",2017,Import,5,1066.415
Control rods,S4,KOR,52235,"Korea, Rep.",OAS,"Other Asia, nes",2018,Import,5,2220.009
Control rods,S4,KOR,52235,"Korea, Rep.",OAS,"Other Asia, nes",2019,Import,5,1190.87
Control rods,S4,KOR,52235,"Korea, Rep.",OAS,"Other Asia, nes",2020,Import,5,619.911
Control rods,S4,KOR,52235,"Korea, Rep.",OAS,"Other Asia, nes",2021,Import,5,796.815
Control rods,S4,KOR,52235,"Korea, Rep.",PER,Peru,2015,Import,5,593.146
Control rods,S4,KOR,52235,"Korea, Rep.",PER,Peru,2016,Import,5,351.837
Control rods,S4,KOR,52235,"Korea, Rep.",PER,Peru,2017,Import,5,463.982
Control rods,S4,KOR,52235,"Korea, Rep.",PER,Peru,2018,Import,5,300.172
Control rods,S4,KOR,52235,"Korea, Rep.",PER,Peru,2019,Import,5,178.354
Control rods,S4,KOR,52235,"Korea, Rep.",PER,Peru,2020,Import,5,203.176
Control rods,S4,KOR,52235,"Korea, Rep.",PER,Peru,2021,Import,5,186.181
Control rods,S4,KOR,52235,"Korea, Rep.",PRT,Portugal,2021,Import,5,0.164
Control rods,S4,KOR,52235,"Korea, Rep.",RUS,Russian Federation,2015,Import,5,408.044
Control rods,S4,KOR,52235,"Korea, Rep.",RUS,Russian Federation,2016,Import,5,348.291
Control rods,S4,KOR,52235,"Korea, Rep.",RUS,Russian Federation,2017,Import,5,756.046
Control rods,S4,KOR,52235,"Korea, Rep.",RUS,Russian Federation,2018,Import,5,1969.84
Control rods,S4,KOR,52235,"Korea, Rep.",RUS,Russian Federation,2019,Import,5,2452.832
Control rods,S4,KOR,52235,"Korea, Rep.",RUS,Russian Federation,2020,Import,5,1704.806
Control rods,S4,KOR,52235,"Korea, Rep.",RUS,Russian Federation,2021,Import,5,1968.495
Control rods,S4,KOR,52235,"Korea, Rep.",SGP,Singapore,2015,Import,5,0.408
Control rods,S4,KOR,52235,"Korea, Rep.",SGP,Singapore,2020,Import,5,0.001
Control rods,S4,KOR,52235,"Korea, Rep.",THA,Thailand,2016,Import,5,0.006
Control rods,S4,KOR,52235,"Korea, Rep.",THA,Thailand,2021,Import,5,24.423
Control rods,S4,KOR,52235,"Korea, Rep.",TUR,Turkey,2015,Import,5,11860.183
Control rods,S4,KOR,52235,"Korea, Rep.",TUR,Turkey,2016,Import,5,9382.331
Control rods,S4,KOR,52235,"Korea, Rep.",TUR,Turkey,2017,Import,5,8911.981
Control rods,S4,KOR,52235,"Korea, Rep.",TUR,Turkey,2018,Import,5,9428.02
Control rods,S4,KOR,52235,"Korea, Rep.",TUR,Turkey,2019,Import,5,9395.801
Control rods,S4,KOR,52235,"Korea, Rep.",TUR,Turkey,2020,Import,5,7247.048
Control rods,S4,KOR,52235,"Korea, Rep.",TUR,Turkey,2021,Import,5,11029.564
Control rods,S4,KOR,52235,"Korea, Rep.",USA,United States,2015,Import,5,32839.197
Control rods,S4,KOR,52235,"Korea, Rep.",USA,United States,2016,Import,5,30390.506
Control rods,S4,KOR,52235,"Korea, Rep.",USA,United States,2017,Import,5,24569.533
Control rods,S4,KOR,52235,"Korea, Rep.",USA,United States,2018,Import,5,26767.805
Control rods,S4,KOR,52235,"Korea, Rep.",USA,United States,2019,Import,5,25445.264
Control rods,S4,KOR,52235,"Korea, Rep.",USA,United States,2020,Import,5,21619.634
Control rods,S4,KOR,52235,"Korea, Rep.",USA,United States,2021,Import,5,20206.406
Control rods,S4,KOR,52235,"Korea, Rep.",VNM,Vietnam,2021,Import,5,0.104
Control rods,S4,KOR,52251,"Korea, Rep.",ARE,United Arab Emirates,2017,Import,5,1.03
Control rods,S4,KOR,52251,"Korea, Rep.",ARE,United Arab Emirates,2018,Import,5,0.35
Control rods,S4,KOR,52251,"Korea, Rep.",ARE,United Arab Emirates,2019,Import,5,27.385
Control rods,S4,KOR,52251,"Korea, Rep.",ARE,United Arab Emirates,2020,Import,5,49.968
Control rods,S4,KOR,52251,"Korea, Rep.",ARE,United Arab Emirates,2021,Import,5,0.073
Control rods,S4,KOR,52251,"Korea, Rep.",ARG,Argentina,2017,Import,5,0.03
Control rods,S4,KOR,52251,"Korea, Rep.",AUS,Australia,2015,Import,5,18.882
Control rods,S4,KOR,52251,"Korea, Rep.",AUS,Australia,2016,Import,5,53.28
Control rods,S4,KOR,52251,"Korea, Rep.",AUS,Australia,2017,Import,5,84.64
